HANGUO,#genre#
Channel A,http://mytv.dothome.co.kr/ch/catv/52.php
Channel A,http://www.hwado.net/webtv/catv/52.php
Channel A,http://hls.ye23.vip/hk/Channel.php
Channel A,http://han.ddkdxmkj.com/api/han123.php?id=15
Channel A,http://han.ddkdxmkj.com/api/han123.php?id=19
MBC DRAMA,http://mytv.dothome.co.kr/ch/catv/26.php
MBC DRAMA,http://119.192.58.101:9981/stream/channelid/2058069966?ticket=40CB40A820865B961936F2C71C17576BE0526E06&profile=pass
MBC DRAMA,http://119.192.58.101:9981/stream/channelid/1854608538?ticket=6C2210C958D71194DE48E42EAD84704ECE6E3DCF&profile=pass
MBC DRAMA,http://58.142.60.62:9981/stream/channelid/1480601091
SBS Plus,https://live-edge-th136.myjktv.com:443/watch/live.m3u8?video=sbs_plus_540&sid=syCIAWw5LA5R9EkVZhUAQgU7aMIoy8ojVwul0T1b&secret=406c160188ee60dacd0829b4d801fc2e&time=1742560026
SBS Plus,http://live-edge-th136.myjktv.com/watch/live.m3u8?video=sbs_plus_540&sid=BtUHrIKXMq9rvtsX13Hbbzho3jBvq3Cjks74nGyo&secret=8f002051ed188ddbf7edf3cad5c5975e&time=1696421784
KBS DRAMA,http://live-edge-th136.myjktv.com/watch/live.m3u8?video=kbs_drama_540&sid=UqB6Z6hDR3h0rxQ9JoDExPIJ8a1rDwYDDcN0dBa2&secret=096d252a640bf554cfc7965df29408a7&time=1696421722
KBS DRAMA,http://mytv.dothome.co.kr/ch/catv/2.php
KBS DRAMA,https://live-edge-th136.myjktv.com:443/watch/live.m3u8?video=kbs_drama_540&sid=q3B5WSCH4URY8GiHOmAi4YrNVPWKot9vVlo9Vif3&secret=af52b1a2db7f1a11eee422a86931dfa4&time=1742559860
KBS DRAMA,https://epg.pw/stream/effbd6f0e6a7003322fbd3c134e06a751fe14c2e827a496f37d352dfd8660109.ctv
KBS DRAMA,https://epg.pw/stream/538baa96c4b508ca2d45bb3ea610fd4601d229dd26c2c83281f4c9fdb0bd80d6.m3u8
KBS DRAMA,https://code.vthanhtivi.pw/getlink/kbs/N91/playlist.m3u8
KBS DRAMA,https://epg.pw/stream/b15aad8f626e01dc7a011b0c898389ded005232c5d34e5cf263e163c42ce463d.ctv
KBS DRAMA,https://epg.pw/stream/91ebf3c88dd5098ae4c6dcad2f583d3727f2aa308553de376b72bf71e76e57ef.ctv
KBS W,https://tv.iill.top/kbs/14&p=0
KBS W,http://mytv.dothome.co.kr/ch/catv/7.php
KBS W,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/master.m3u8
KBS W,https://kbsworld-ott.akamaized.net:443/hls/live/2002341/kbsworld/01.m3u8
KBS W,https://epg.pw/stream/a3f4c2da408267c1a8d4846a772edc50305e663df0ca7c21449edf82d1a100d4.m3u8
KoreaTV,https://hlive.ktv.go.kr/live/klive_h.stream/playlist.m3u8
KoreaTV,https://stream1.freetv.fun/d76cf4e7535d685785ab293c5b015eacfa08ac5ccbd7609f198c81add0ce3778.m3u8
KoreaTV,https://hlive.ktv.go.kr/live/klive_h.stream/chunklist_w667562990.m3u8
KoreaTV,https://epg.pw/stream/2993da41063a3be7a1a367b111251458c87041a59e1f839a58e048a4ab103b26.m3u8
KoreaTV,https://mlive.ktv.go.kr/live/klive_m.stream/playlist.m3u8
KoreaTV,http://han.ddkdxmkj.com/api/han123.php?id=9
KoreaTV,http://ye23.win/iptv/korea2021.php?id=korea
KCTV,http://119.77.96.184:1935/chn05/chn05/playlist.m3u8?checkedby:iptvcat.net
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
KCTV,http://119.77.96.184:1935/chn21/chn21/playlist.m3u8
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
KCTV,http://ye23.win/iptv/korea2021.php?id=KCTV
KCTV,http://ye23.win/iptv/korea2021.php?id=Channela
KCTV,http://live.prd.go.th:1935/live/ch1_L.sdp/chunklist.m3u8
KBS JOY,http://mytv.dothome.co.kr/ch/catv/3.php
KBS JOY,http://luotuo.ycchenrong.cn/dl/kbs.php?id=6
KBS JOY,http://han.ddkdxmkj.com/api/kbs.php?id=6
KBS JOY,http://live1.abcdsky.com:1935/live/KBSJOY/playlist.m3u8
KBS LIFE,http://mytv.dothome.co.kr/ch/catv/5.php
KBS LIFE,http://ye23.vip/z7z8/2021/kbs2020.php?id=7
KBS LIFE,https://code.vthanhtivi.pw/getlink/kbs/N93/playlist.m3u8
KBS LIFE,https://livestreams.mewinnie.gq/livestreams/kr_live/kbs.php?id=N93
KBS LIFE,http://luotuo.ycchenrong.cn/dl/kbs.php?id=7
KBS LIFE,http://han.ddkdxmkj.com/api/kbs.php?id=7
KBS Story,http://mytv.dothome.co.kr/ch/catv/4.php
KBS Story,http://ye23.vip/z7z8/2021/kbs2020.php?id=8
KBS Story,https://code.vthanhtivi.pw/getlink/kbs/N94/playlist.m3u8
KBS Story,http://luotuo.ycchenrong.cn/dl/kbs.php?id=8
KBS Story,http://han.ddkdxmkj.com/api/kbs.php?id=8
KBS KIDS,http://mytv.dothome.co.kr/ch/catv/6.php
KBS KIDS,http://live-edge-th136.myjktv.com/watch/live.m3u8?video=kbs_kids_540&sid=OKglKZpVziE2izI4Wi33uyj0hrH1irgUdUmYjHuS&secret=2448eec3dad4b5b8281a839ad84e241b&time=1696829853
KBS KIDS,https://live-edge-th136.myjktv.com:443/watch/live.m3u8?video=kbs_kids_540&sid=6GIrIVmGxADvFwNcDZn2ZKO972L101Y0O54pvVUu&secret=e5d3211063e265afd0cd9f542d9d3de2&time=1742557009
KBS KIDS,http://ye23.vip/z7z8/2021/kbs2020.php?id=9
KBS KIDS,https://code.vthanhtivi.pw/getlink/kbs/N96/playlist.m3u8
KBS KIDS,http://luotuo.ycchenrong.cn/dl/kbs.php?id=9
KBS KIDS,http://han.ddkdxmkj.com/api/kbs.php?id=9
YTN 2,https://ytnw-mcdn.tving.com/ytnw/live2000.smil/chunklist_b2128000.m3u8
YTN 2,http://jp1.yiweb.net:8880/live.m3u8?c=117
YTN Science,http://jp1.yiweb.net:8880/live.m3u8?c=123
JTBC2,http://221.148.26.130:9981/stream/channelid/88?ticket=F918C07228CCF6C6EEFBD3452BE5E4E8A3BC2D72
JTBC2,http://222.119.1.104:9981/stream/channelid/77?ticket=46D2009133A6D545B4AAE85604000FDB75732B20
JTBC2,http://119.66.83.26:9981/stream/channelid/81?ticket=3B4D354D33B97893A9DA3E45522DCFAD36BE1174
JTBC2,http://49.167.236.190:9981/stream/channelid/66?ticket=D59E7712C79392B5DB87A0DAB30AA4BCA18D0F90
JTBC4,http://110.47.7.144:9981/stream/channelid/62
JTBC4,http://mytv.dothome.co.kr/ch/catv/283.php
JTBC4,http://gg.gg/Ha_Noi_IPTV_9-JTBC4-Giai_tri_Danh_cho_Gioi_tre
JTBC4,http://110.9.159.82:9981/stream/channelid/1850641228
JTBC4,http://221.148.26.130:9981/stream/channelid/29
JTBC4,https://kr-streams.onrender.com/scraper?channel=523
JTBC4,https://allanf181.github.io/adaptive-streams/streams/kr/JTBC4.m3u8
NORTH CX,https://tv.nknews.org/tvdash/stream.mpd
NORTH CX,https://tv.nknews.org/tvhls/stream.m3u8
NORTH CX,https://tv.nknews.org/tvdash/stream.mpd?checkedby:iptvcat.com
NORTH CX FM 105.2,https://listen7.myradio24.com/69366
OCN,http://live-edge-th136.myjktv.com/watch/live.m3u8?video=ocn_540&sid=smfv2nBmE68y3QNXipX7RVkdtvGDocgPJkSgX2fI&secret=57375caa38ba3f857e107ec8e27067ba&time=1696829056
OCN Movies,http://live-edge-th136.myjktv.com/watch/live.m3u8?video=cgv_540&sid=F2W5wT3iKKB8MUqnX2rzvDQBscfzOhXWHvIV0iYK&secret=76343d55f8c2b1a7c402216302c858ee&time=1696829067
OCN Movies2,http://live-edge-th136.myjktv.com/watch/live.m3u8?video=super_action_540&sid=mQcxOkZZUXjEEL12NiM5po2XJpDmUrSa8lE3EauO&secret=54e92c800b39c4b4250b8cb4abe7e934&time=1696829529
OCN,https://live-edge-th136.myjktv.com:443/watch/live.m3u8?video=ocn_540&sid=xj4lHGf3jWSxgXazNuLLcjeF93qQsCWm3Ps4Yeno&secret=6d25cb8da847b90813c339a3905d892a&time=1742502142
OCN Movies,https://live-edge-th136.myjktv.com:443/watch/live.m3u8?video=cgv_540&sid=Lp0efv0hRiVjwLKCtb0qDKZW586UTvPRfi1KZWmp&secret=fff77ea7e1462447de7e4cb0e0ba0234&time=1742502199
OCN Movies2,https://live-edge-th136.myjktv.com:443/watch/live.m3u8?video=super_action_540&sid=QPacI6i2eH4RJ3EUx6gV4cCyzBRIBmJJyITwSCrN&secret=20e95b15862eb7628d7e1db6ef6dff2d&time=1742502255
SCREEN,https://stream.ogtv3.com/live/live1026.m3u8
Mnet,http://live-edge-th136.myjktv.com/watch/live.m3u8?video=mnet_540&sid=AsOLt6M8ZibJtg41QQpS1IOVyHo14N20vc5yOfxg&secret=de5e27a1dd05628fab9474b600aed6de&time=1696829052
Mnet,p2p://generationnexxxt.com:19806/4d5973be862e438f909863fcfc0a7e62
Mnet,http://mytv.dothome.co.kr/ch/catv/224.php
Mnet,http://58.142.60.62:9981/stream/channelid/1916731800
Mnet,https://cutt.ly/Ha_Noi_IPTV_6-MNet-K-Pop_Chuyen_biet
Mnet,https://kr-streams.onrender.com/scraper?channel=285
Mnet,http://51.81.66.195:1935/krtv/mnet_540/playlist.m3u8
inet,http://live-edge-th136.myjktv.com/watch/live.m3u8?video=inet_540&sid=Msz2z6Mf8JLQct06444ofFy22Vv53yu1EIVOFIcL&secret=810fa895a59f979c61526b8680e41ff3&time=1696769297
inet,https://live-edge-th136.myjktv.com:443/watch/live.m3u8?video=inet_540&sid=OPbFOFpoTQ729gz3U05zWdlE920QJze3POZPfHuO&secret=5121ac51f8f56d26f013a0db2cbe06e9&time=1742556350
inet,https://epg.pw/stream/80648d0bdb5700f114edde040658506d0cdb1fca7e9cb2cc60d00559605f6e42.m3u8
inet,http://221.167.205.241:9981/stream/channelid/34
inet,http://51.81.66.195:1935/krtv/inet_540/playlist.m3u8
K STAR,http://am30.modhospital.kr:9981/stream/channelid/71?ticket=097FDA9F4826D2F9CB5D51C0313E6342D6F41BA9
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b656000_sleng.m3u8
Arirang,http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
Arirang,https://stream.ads.ottera.tv/cl/250320cvdq1msvsfi4ho1heg9g/1280x720_2500000_1_f.m3u8?i=475_7371
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b1256000_sleng.m3u8
Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang,http://www.336699.live:1935/blockfour/4gtv-4gtv079.stream/playlist.m3u8
Arirang,http://amdlive-ch02.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8?checkedby:iptvcat.net
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/.m3u8
Mubeat,https://stream.ads.ottera.tv/playlist.m3u8?network_id=711
한국가요채널Korean Song,http://live.kytv.co.kr:8080/hls/stream.m3u8
국악방송国乐,https://stream1.freetv.fun/472436881eaa1f9da21c5a3f6c9469bc2aee56b9867abcb163be70bee7c59d58.m3u8
국악방송国乐,https://epg.pw/stream/5f3e490eafd98ed083068a823f7e783790acb0d86d386dccb05d8db5d768f6ac.m3u8
국악방송国乐,http://mgugaklive.nowcdn.co.kr/gugakvideo/gugakvideo.stream/playlist.m3u8
소상공인방송,http://139.150.248.29:1935/smartlive/558/91258ac21591769e21f41b96f26d883e/playlist.m3u8
국방TV,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8?checkedby:iptvcat.net
국방TV,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
국방TV,http://ye23.win/iptv/korea2021.php?id=dema
JCN,https://jcnonair-1108.acs.wecandeo.com/ms/3162/1108/index.m3u8
JCN,https://jcnonair-1108.acs.wecandeo.com/ms/3162/1108/index_1.m3u8
ABN HD,https://vod2.abn.co.kr/IPHONE/abn.m3u8
NHTV,http://nonghyup.flive.skcdn.com/nonghyup/_definst_/nhlive/playlist.m3u8
NBS,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
NBS,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8?checkedby:iptvcat.net
NBS,https://media.joycorp.co.kr:4443/live/ngrp:live_all/playlist.m3u8
Tomato,http://etomatomobile.hscdn.com/etomato.dvr/livestream/playlist.m3u8
EBS1,https://live-edge-th136.myjktv.com:443/watch/live.m3u8?video=ebs_1_540&sid=hYnLduDv8nt54u8V33fzOzX2965Hpw5riMGhlJ3R&secret=49acbb73b9d018958342b304a2c5c7f4&time=1742556411
EBS1,http://live-edge-th136.myjktv.com/watch/live.m3u8?video=ebs_1_540&sid=HpIYEYrhzn2OywOHgSfhzXLZnzzxRbb0kyVzi19q&secret=dd88d8dbefd6b92278063c33769520e5&time=1696829929
EBS1,https://stream1.freetv.fun/han--ebs1-1.m3u8
EBS2,https://stream1.freetv.fun/han--ebs2-1.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/chunklist_w964466433.m3u8
EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
EBS2,http://ye23.win/iptv/korea2021.php?id=EBS2
EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/chunklist_w1022245387.m3u8
EBS+2,https://live-edge-th136.myjktv.com:443/watch/live.m3u8?video=ebs_2_540&sid=0wonnSSHsGui3yCUVS2h68L4nXKpocbek6UATVNu&secret=b6c54f84829101b5d1159e0143a063e1&time=1742556563
EBS+2,http://live-edge-th136.myjktv.com/watch/live.m3u8?video=ebs_2_540&sid=gPCdU4Z8HStOuK1Af9BWZJku1gd2sVzW2iySu1yw&secret=20eb37ee389ea825375b8ce3d27e1d51&time=1696769467
Toonivers,https://live-edge-th136.myjktv.com:443/watch/live.m3u8?video=tooniverse_540&sid=eCxHR168RlUUkQqYOIWVyWfIUxPu06nBlSxHIO46&secret=96b99d3a3fdfca5375de61e8c24350b4&time=1742557506
Cartoon,https://live-edge-th136.myjktv.com:443/watch/live.m3u8?video=cartoon_network_540&sid=RyguKlLteLqv9rk0RS2MXuF7i1rMwPylYuihkE8h&secret=285476c7f0a52c71c066532526326dde&time=1742558094
JEI 재능TV,http://live-edge-th136.myjktv.com/watch/live.m3u8?video=jei_jenung_540&sid=EEZRSLCgWEiP3HdbKIpKjomyA0sWZTcZF23miQ8p&secret=28b69796539b4337c07c7393d5f74501&time=1696829842
JEI 재능TV,https://live-edge-th136.myjktv.com:443/watch/live.m3u8?video=jei_jenung_540&sid=5x1n6FyzRQMkri2LhZ71Mjao59LSpdVKNNnvDkJW&secret=1fd8004ee3d2c119d064ec88b38d97b3&time=1742556811
어린이TV,http://live-edge-th136.myjktv.com/watch/live.m3u8?video=childrens_tv_540&sid=JTTb2eaV4fYA1Lz9kZtcELXYoZWZx3qjRqWDwCug&secret=13d2817fb9431b2222e35f02c77e9822&time=1696769236
어린이TV,https://live-edge-th136.myjktv.com:443/watch/live.m3u8?video=childrens_tv_540&sid=bacS5e2f2oSXK0Jq8h8erviPliIz00vJqZSDx7AV&secret=e37983794947e47b83649a92de60f3da&time=1742558216
카툰네트워크,http://live-edge-th136.myjktv.com/watch/live.m3u8?video=cartoon_network_540&sid=ZICQKpI7NMPlj9w4j7tBsitLQQD6FKgc7wx9GHKq&secret=ff3f712c4827435beb8dac9da0150ff8&time=1696829858
뉴스Y,https://live-edge-th136.myjktv.com:443/watch/live.m3u8?video=newsy_540&sid=DzpUFHjcsBWVT59UIekH9Ru1NlsNITdMENCIwOYj&secret=627df873aaaabccbbfacb5cf54826ff2&time=1742500601
